kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2008-2013;2343;80.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2009-2014;2380;78.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2010-2015;2447;80.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2011-2016;2570;80.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2012-2017;2795;81.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2013-2018;2949;81.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1994-1999;3465;76.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1997-2002;3290;74
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1998-2003;3496;77.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1999-2004;3598;76.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2000-2005;3379;72.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2001-2006;3502;76.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2002-2007;3484;76.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2003-2008;3459;75.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2004-2009;3792;74.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2005-2010;4069;74.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2006-2011;4231;74.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2007-2012;4325;74.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2008-2013;4464;74.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2009-2014;4394;72.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2010-2015;4747;75.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2011-2016;4785;75.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2012-2017;4909;75.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2013-2018;5122;78.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1994-1999;4265;68.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1997-2002;3332;64.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1998-2003;3540;67.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1999-2004;3404;67.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2000-2005;3000;61.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2001-2006;2866;64.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2002-2007;2633;63.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2003-2008;2549;62.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2004-2009;2759;64
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2005-2010;2961;65.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2006-2011;3103;62.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2007-2012;2905;62.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2008-2013;3013;64.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2009-2014;2826;62.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2010-2015;2979;67.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2011-2016;3026;66.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2012-2017;2980;66.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2013-2018;2998;70.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1994-1999;486;47
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1997-2002;417;43.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1998-2003;452;47.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1999-2004;438;46.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2000-2005;407;41.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2001-2006;367;42
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2002-2007;378;44.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2003-2008;350;43.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2004-2009;369;44.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2005-2010;367;43.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2006-2011;378;44.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2007-2012;404;40.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2008-2013;374;41.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2009-2014;332;38.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2010-2015;401;48.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2011-2016;413;46.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2012-2017;442;51.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2013-2018;455;51.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1994-1999;74;27
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1997-2002;39;25.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1998-2003;43;32.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1999-2004;33;23.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2000-2005;50;25.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2001-2006;51;25.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2002-2007;80;32.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2003-2008;73;26.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2004-2009;85;32.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2005-2010;114;33.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2006-2011;85;39.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2007-2012;60;35.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2008-2013;66;34.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2009-2014;75;39.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2010-2015;97;48.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2011-2016;100;35.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2012-2017;120;39.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2013-2018;99;38.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1994-1999;1184;8.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1997-2002;1505;11.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1998-2003;1168;8.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1999-2004;1148;8.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2000-2005;1468;11.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2001-2006;1017;8.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2002-2007;990;8.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2003-2008;1068;8.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2004-2009;1245;9.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2005-2010;1238;9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2006-2011;1352;9.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2007-2012;1320;9.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2008-2013;1279;8.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2009-2014;1458;10
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2010-2015;1405;9.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2011-2016;1636;10.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2012-2017;1882;12
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2013-2018;1426;9.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1994-1999;202;9.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1997-2002;261;11.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1998-2003;218;9.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1999-2004;190;8.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2000-2005;236;10.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2001-2006;164;7.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2002-2007;177;7.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2003-2008;199;8.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2004-2009;207;8.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2005-2010;207;8.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2006-2011;237;8.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2007-2012;254;9.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2008-2013;252;8.6
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2009-2014;263;8.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2010-2015;280;9.3
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2011-2016;293;9.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2012-2017;351;10.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2013-2018;341;9.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1994-1999;391;8.7
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1997-2002;531;11.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1998-2003;416;9.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1999-2004;448;9.5
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2000-2005;527;11.4
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2001-2006;360;7.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2002-2007;375;8.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2003-2008;401;8.8
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2004-2009;505;9.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2005-2010;495;9.1
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2006-2011;562;9.9
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2007-2012;531;9.2
Menn;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;2008-2013;512;8.6
